Unnamed: 0,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60
11600,1128181927441087173,https://www.airbnb.com/rooms/1128181927441087173,2025-06-26,city scrape,Porto Saldanha - 2x T2 duplex,"Porto Saldanha, is a typical renovated villa that has a maximum capacity for 8 people. There are 2 independent apartments that you can book separately, each with a maximum capacity of 4 people.  Each apartment consists of 1 living room, equipped kitchenette, 2 interior rooms, 2 wc, free WiFi, flat-screen TV in the living room (IPTV sports box, movies, etc.) and a TV in each room.  Families, couples and friends like the place as it's quiet and close to the historical center",,https://a0.muscache.com/pictures/miso/Hosting-1128181927441087173/original/7fdfcd7c-ec18-4ddd-902b-742f38e319fb.jpeg,570726248,https://www.airbnb.com/users/show/570726248,Carla,2024-04-05,"Porto, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-570726248/original/9b2ace6d-f100-4f98-bb02-425e31968393.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-570726248/original/9b2ace6d-f100-4f98-bb02-425e31968393.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bonfim,PORTO,41.14246,-8.59638,Entire home,Entire home/apt,8,4 baths,4.0,4.0,"[""Cleaning available during stay"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""River view"", ""Microwave"", ""Refrigerator"", ""Other induction stove"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Oven"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shower gel"", ""Dedicated workspace"", ""Coffee"", ""Host greets you"", ""Long term stays allowed"", ""Trash compactor"", ""Freezer"", ""Clothing storage"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Coffee maker"", ""Cooking basics"", ""Free street parking"", ""Body soap"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher""]",$190.00,2,730,1.0,2.0,730.0,730.0,2.0,730.0,,t,11,30
11800,1152015223829761584,https://www.airbnb.com/rooms/1152015223829761584,2025-06-26,city scrape,Spot-on location in the historic heart by Vincci,The superior rooms of the Hotel Vincci Porto will surprise you with their exquisite decoration and their large spaces (30 m²).,,https://a0.muscache.com/pictures/prohost-api/Hosting-1152015223829761584/original/7fff6230-eec5-4a2d-be24-c16f68303aff.jpeg,576453060,https://www.airbnb.com/users/show/576453060,Vincci Porto,2024-05-08,,"Feel the unique energy of northern Portugal with a stay at Vincci Porto, a hotel in Porto’s historic center housed in the iconic Fish Market building. Fully renovated with a modern flair, this hotel offers four-star services designed for every type of traveler—whether visiting as a couple, with friends, family, or on business. Come and experience the charm of Porto with Vincci Porto as your guide.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/fb05e7e6-8fef-4987-b28a-6be6e3812d1a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fb05e7e6-8fef-4987-b28a-6be6e3812d1a.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Lordelo do Ouro e Massarelos,PORTO,41.14698,-8.63228,Room in hotel,Private room,2,2 baths,1.0,1.0,"[""Hot water kettle"", ""Essentials"", ""Pool"", ""Shampoo"", ""Elevator"", ""Building staff"", ""Air conditioning"", ""Safe"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shower gel"", ""Dedicated workspace"", ""Crib"", ""Luggage dropoff allowed"", ""Iron"", ""Hair dryer"", ""Self check-in"", ""Body soap"", ""Heating"", ""Room-darkening shades"", ""TV"", ""Sauna"", ""Gym"", ""Paid parking on premises""]",$285.00,1,365,1.0,1.0,28.0,731.0,1.0,555.7,,t,19,40
12000,1173312443788150410,https://www.airbnb.com/rooms/1173312443788150410,2025-06-27,city scrape,HostWise - Charming Restful Flat w/ Terrace,"Live like a local in the heart of PORTO!<br /><br />COZY is the word that best describes this apartment. With a great CENTRAL LOCATION and near the METRO, in this apartment you will find a LOVELY decoration that will allow you to have an unforgettable experience.<br /><br />With your comfort in mind, the apartment has fast-speed WI-FI available so you don't miss out on trends and series.<br /><br />BOOK NOW and pack your bags for an unforgettable experience.","The apartment's GREAT LOCATION makes it possible to walk to almost all of the city's ATTRACTIONS. Here, you will be LOCATED very close to RESTAURANTS, TRANSPORTATION and TRADITIONAL SHOPPING.<br />In a small area, you can get in touch with a CULTURAL mix, thanks to the diversity of commerce in the area and specialized stores.<br /><br />Within a radius of 5 km you can visit the historical and centenary LELLO BOOKSTORE and one of the BEST Mc Donald's in the WORLD, located in an old bank, on the Avenida dos ALIADOS. If you want to explore further, stop by the famous ESTAÇÃO DE BENTO, once a convent, where you can catch a tourist TRAIN and see the beautiful landscapes on the banks of the Douro River.<br /><br />To drink some COCKTAILS with your fellow travelers, you can go to the most famous BOÉMIAS streets, the Paris Galleries that come alive after 11pm. It has several bars with different styles, so you can try each one, from fado, pop, rock and 80's.",https://a0.muscache.com/pictures/prohost-api/Hosting-1173312443788150410/original/a739df46-d494-4f2e-a499-b98e532b090b.jpeg,12730028,https://www.airbnb.com/users/show/12730028,Host Wise,2014-03-02,Portugal,"Hi there! 

Welcome to Host Wise, where we make your Portugal stay unforgettable! 

As travelers ourselves, we know it's about more than just the place you sleep, but also the experiences that make a trip truly special. 

With a specialized team since 2016, your comfort and safety are our top priority. 

Check out our unique and authentic options for a home away from home  and come experience Portugal like a local with Host Wise!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/698e8ead-ef01-4fdf-a59f-4572dd367c16.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/698e8ead-ef01-4fdf-a59f-4572dd367c16.jpg?aki_policy=profile_x_medium,Bogalheira,433,538,"['email', 'phone', 'work_email']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15917,-8.60575,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Private entrance"", ""Shampoo"", ""Elevator"", ""Microwave"", ""Refrigerator"", ""Paid parking lot off premises"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Pets allowed"", ""Long term stays allowed"", ""Freezer"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Central heating"", ""TV"", ""Fire extinguisher"", ""Stove""]",$62.00,1,365,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0
12200,1191196395907825205,https://www.airbnb.com/rooms/1191196395907825205,2025-06-26,city scrape,Quarto em apartamento centro El Corte Ingles,It is 2 minutes from the El Corte Ingles metro station.<br /><br />Very spacious room in a very quiet apartment and building.<br />Very suitable for families with a small baby or a quiet couple.,,https://a0.muscache.com/pictures/miso/Hosting-1191196395907825205/original/fee9a49f-7a6e-4a0e-b9e0-cee86c2dfe8a.jpeg,399269880,https://www.airbnb.com/users/show/399269880,Cátia,2021-04-29,"Vila Nova de Gaia, Portugal",Moro sozinha com as minhas duas filhas. Trabalho em frente à minha casa - é uma autêntica sorte e privilégio. Adoro dançar e cozinhar! E gosto ainda mais de comer bem!,within an hour,90%,93%,t,https://a0.muscache.com/im/pictures/user/User/original/8457d5c8-2a96-4e9e-985c-d73760c4426d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/8457d5c8-2a96-4e9e-985c-d73760c4426d.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Mafamude e Vilar do Paraíso,VILA NOVA DE GAIA,41.12564,-8.60179,Private room in rental unit,Private room,3,1 shared bath,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""TV"", ""Room-darkening shades"", ""Iron"", ""Paid parking on premises""]",$34.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,5,6
12400,1206608937360334203,https://www.airbnb.com/rooms/1206608937360334203,2025-06-27,city scrape,Casa da Avó Ilda - Near the sea,"A glamorous duplex, comfortable and welcoming village. Your family will be close to everything when you stay at this centrally located space.",,https://a0.muscache.com/pictures/hosting/Hosting-1206608937360334203/original/d3159be1-14fd-4510-aa17-af5a955a5669.jpeg,74104816,https://www.airbnb.com/users/show/74104816,Jorge,2016-05-26,"Lavra, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-74104816/original/bb52322a-d540-4137-b4e0-7098f7b826d0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-74104816/original/bb52322a-d540-4137-b4e0-7098f7b826d0.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Matosinhos e Leça da Palmeira,MATOSINHOS,41.185173084689474,-8.696253709495068,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Wifi"", ""Beach access \u2013 Beachfront"", ""Kitchen"", ""First aid kit"", ""Washer"", ""TV"", ""Fire extinguisher""]",$146.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,7,8
12600,1231745792044419866,https://www.airbnb.com/rooms/1231745792044419866,2025-06-28,city scrape,Estúdio Corujeira,"Estúdio Corujeira is set in the Campanhã district of Porto, 600 metres from FC Porto Museum, less than 1 km from Estadio do Dragao and 2.7 km from Campanha Train Station. There is a private entrance at the apartment for the convenience of those who stay. Free WiFi, a 24-hour front desk and a lift are available.","Estúdio Corujeira is set in the Campanhã district of Porto, 600 metres from FC Porto Museum, less than 1 km from Estadio do Dragao and 2.7 km from Campanha Train Station.",https://a0.muscache.com/pictures/prohost-api/Hosting-1231745792044419866/original/3ff58c60-a55c-46ba-9115-3f34847fe4d0.jpeg,528631926,https://www.airbnb.com/users/show/528631926,Ricardo,2023-07-29,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6df5a4ff-762b-4c32-b346-383b77b596e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6df5a4ff-762b-4c32-b346-383b77b596e3.jpg?aki_policy=profile_x_medium,,5,8,"['email', 'phone']",t,t,"Porto, Portugal",Campanhã,PORTO,41.15881,-8.5811,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Dryer"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Free parking on premises"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Crib"", ""Hair dryer"", ""Self check-in"", ""Cooking basics"", ""Free street parking"", ""TV with standard cable"", ""Heating"", ""Fire extinguisher"", ""Backyard""]",$83.00,1,31,1.0,1.0,31.0,31.0,1.0,31.0,,t,7,18
12800,1267353113970754105,https://www.airbnb.com/rooms/1267353113970754105,2025-06-25,city scrape,MyTrip Porto - Fantastic studio with terrace,"Situated in Matosinhos and with Matosinhos Beach reachable within 400 metres, MyTrip Porto features express check-in and check-out, non-smoking rooms, free WiFi throughout the property. The property is located 1.3 km from Matosinhos City Hall - Basilio Teles Park, 1.6 km from Matosinhos Market and 1.8 km from Mar Stadium.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1267353113970754105/original/2ef9bd95-3c38-4c0e-bf38-0531ddff6489.jpeg,11780893,https://www.airbnb.com/users/show/11780893,Sofia,2014-01-30,,,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/0637ea81-fcec-49b4-8bb0-dfc0c85d549a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0637ea81-fcec-49b4-8bb0-dfc0c85d549a.jpg?aki_policy=profile_x_medium,,11,11,"['email', 'phone', 'work_email']",t,t,,Matosinhos e Leça da Palmeira,MATOSINHOS,41.18097982041144,-8.68791444538073,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Outdoor furniture"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Ethernet connection"", ""Wifi"", ""Bed linens"", ""Clothing storage: walk-in closet"", ""Kitchen"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Dedicated workspace"", ""Central air conditioning"", ""Electric stove"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Freezer"", ""Luggage dropoff allowed"", ""Dining table"", ""Dishes and silverware"", ""Hair dryer"", ""Wine glasses"", ""Smart lock"", ""Self check-in"", ""32 inch HDTV""]",$110.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,4,8
13000,1297636198057511182,https://www.airbnb.com/rooms/1297636198057511182,2025-06-26,city scrape,GuestReady - Beautiful Plateau,"This 3-bedroom apartment is perfect for guests looking for a pleasant stay. The property is close to various attractions, good restaurants and shops, and the subway station is just 3 minutes away, so guests can easily travel and explore the city!","The property is situated in the Paranhos district of Porto, a residential area known for its blend of local charm and accessibility to the city's main attractions. <br /> <br />Just a short walk from this location, you'll find the Casa Museu Fernando de Castro, a museum showcasing a rich collection of art and antiques within a beautifully preserved residence. The Jardim do Marquês is also nearby, offering a green space for relaxation amidst the urban setting. <br /> <br />For those interested in exploring further, the iconic Clérigos Tower and the bustling Mercado do Bolhão are approximately 2.5 km away, providing a glimpse into Porto's historical and cultural heritage. <br /> <br />Transportation is convenient, with the Marquês metro station located about 550 meters from Rua do Lindo Vale, connecting you to various parts of the city, including the historic centre and the riverside Ribeira district.",https://a0.muscache.com/pictures/prohost-api/Hosting-1297636198057511182/original/1029c533-179a-42b0-8202-4d1f7ba792c5.jpeg,141423316,https://www.airbnb.com/users/show/141423316,GuestReady,2017-07-19,,"Hi there!

We're GuestReady, a professional property management company helping hosts around the world deliver outstanding experiences to their guests.

We welcome all guests, prepare our homes for your arrival and will be available 24/7, should you have any questions or requests. From the second you book with us to the moment you check-out, we’re here to make sure you have a smooth and comfortable stay!

With our years of experience in the hospitality business, you can be assured of a fantastic stay at any of GuestReady's properties. We manage multiple properties around town, so if you're looking for something specific, do let us know and we'd be happy to help you find the perfect place just for you.

We're looking forward to meeting you and are always happy to answer any of your questions!

Warm regards,
GuestReady Porto Team",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-141423316/original/094831dd-0e33-4760-9709-ea78493cc71a.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-141423316/original/094831dd-0e33-4760-9709-ea78493cc71a.png?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Porto, Portugal",Paranhos,PORTO,41.165426586230325,-8.601352574703267,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,"[""Essentials"", ""Shampoo"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Coffee maker"", ""Heating"", ""TV"", ""Fire extinguisher""]",$115.00,1,1125,1.0,8.0,2.0,1125.0,1.6,135.9,,t,8,32
13200,1320365997474296561,https://www.airbnb.com/rooms/1320365997474296561,2025-06-27,city scrape,GuestReady - Silk Factory A,"This studio apartment is perfect for couples looking to stay in the city centre. It has everything you need for a pleasant stay. The property is close to various attractions like Porto cathedral and Luís I Bridge, good restaurants and shops, and the 24 de Agosto metro station, which is just a 9-minute walk, so guests can easily travel and explore the city!","The property is located in the vibrant Bonfim district of Porto, Portugal, a captivating neighbourhood celebrated for its unique blend of traditional charm and modern conveniences. <br /> <br />Within walking distance, you’ll find a host of attractions and amenities, making it an ideal base for exploring the city. Food lovers will delight in the area’s abundance of local restaurants and cafés, where you can savour the flavours of traditional Portuguese cuisine. <br /> <br />The property’s excellent location ensures seamless connectivity, with bus stops and metro stations nearby, providing easy access to Porto’s many treasures. <br /> <br />Cultural enthusiasts will be drawn to the stunning Capela das Almas, a nearby chapel adorned with intricate azulejo tiles that depict vivid scenes from the lives of saints. For an authentic slice of local life, the historic Mercado do Bolhão, a bustling market filled with fresh produce, meats, and regional delicacies, is just a short distance away. <",https://a0.muscache.com/pictures/prohost-api/Hosting-1320365997474296561/original/4fd9107a-293b-4fee-96fc-4b70f63ae948.jpeg,442505237,https://www.airbnb.com/users/show/442505237,Ashweetha,2022-01-28,,"At GuestReady, we're on a mission to redefine modern hospitality. We specialise in helping hosts deliver outstanding experiences to their guests worldwide. With years of hospitality experience, we're dedicated to providing an exceptional experience. Let us help you find the perfect place for an unforgettable stay!",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-442505237/original/54ba15b6-809d-4209-aad3-a24931946079.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-442505237/original/54ba15b6-809d-4209-aad3-a24931946079.png?aki_policy=profile_x_medium,,10,14,"['email', 'phone']",t,f,"Porto, Portugal",Bonfim,PORTO,41.1542,-8.59948,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,"[""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Ethernet connection"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Freezer"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""TV"", ""Fire extinguisher""]",$72.00,1,1125,1.0,1.0,1.0,1125.0,1.0,243.0,,t,16,46
13400,1344071809313861018,https://www.airbnb.com/rooms/1344071809313861018,2025-06-26,city scrape,Porto Douro Views - Alves,"Small in size, giant in view! Our apartment has the perfect location and breathtaking scenery over the Douro River and the Dom Luís Bridge. A few steps from Ribeira and the main tourist spots, they are the ideal getaway for those who want to live Porto with charm, comfort and the best view of the city. Reserva already and fall in love with Porto!",,https://a0.muscache.com/pictures/hosting/Hosting-1344071809313861018/original/02666a59-18a5-4869-80c3-612a49253145.jpeg,553292776,https://www.airbnb.com/users/show/553292776,Fernando,2023-12-29,,"O Porto e seu habitante tem virtudes, tem tudo o que uma cidade deve ter.

Os habitantes do Porto recebem de braços abertos e simpatia.

O Porto não é um lugar é um sentimento.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-553292776/original/6c1310eb-5b6b-4d3c-a8ae-6ed6bba9a6ba.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-553292776/original/6c1310eb-5b6b-4d3c-a8ae-6ed6bba9a6ba.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14290186002164,-8.604257893883315,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Wine glasses"", ""Self check-in"", ""Pocket wifi"", ""Kitchen"", ""Extra pillows and blankets"", ""Cooking basics"", ""Trash compactor"", ""Shampoo"", ""Lockbox"", ""Body soap"", ""Hangers"", ""Hot water"", ""Other electric stove"", ""Mini fridge"", ""Dishes and silverware"", ""Fire extinguisher""]",$64.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,12,20
13600,1362205694082401839,https://www.airbnb.com/rooms/1362205694082401839,2025-06-28,city scrape,Gaia Beach&Golf - EcoHost,"Welcome to your home away from home, a spacious and modern apartment designed for comfort and relaxation. This T2 is perfect for families, friends or groups looking for a combination of convenience and luxury.<br /><br />Near several beaches, golf course, parks and trails, as well as coffees, restaurants and supermarkets!","Our apartment is in a very quiet area, close to the golf course and the Miramar beach, with surf schools nearby. <br /><br />It also has quick access to various supermarkets and everything necessary for a relaxed and peaceful holiday 😊",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM2MjIwNTY5NDA4MjQwMTgzOQ==/original/092de80d-2ac1-4ebc-80d7-22149d9f3544.jpeg,74323300,https://www.airbnb.com/users/show/74323300,Nuno,2016-05-27,"Perafita, Portugal","Pai, companheiro, ativista pela igualdade e equidade na sociedade, em especial em defesa dos direitos das mulheres na gravidez e parto, karateca (agora treino apenas na minha mente), vegetariano com consciência ecológica. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-74323300/original/95d9dda7-7d6c-40a7-b433-5fe0e8a48a4c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-74323300/original/95d9dda7-7d6c-40a7-b433-5fe0e8a48a4c.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Arcozelo, Porto, Portugal",Arcozelo,VILA NOVA DE GAIA,41.0635472,-8.6349389,Entire rental unit,Entire home/apt,5,2.5 baths,2.0,2.0,"[""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Elevator"", ""Children\u2019s dinnerware"", ""Laundromat nearby"", ""Bidet"", ""Microwave"", ""Free parking on premises"", ""Refrigerator"", ""Single oven"", ""Private patio or balcony"", ""Other induction stove"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Radiant heating"", ""Clothing storage: closet"", ""Shower gel"", ""Vegan & Cruelty Free body soap"", ""Crib"", ""Vegan & Cruelty Free shampoo"", ""Window guards"", ""High chair"", ""Coffee"", ""Beach essentials"", ""Pets allowed"", ""Outdoor dining area"", ""Long term stays allowed"", ""Freezer"", ""Washer"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Smart lock"", ""Bathtub"", ""Fireplace guards"", ""Babysitter recommendations"", ""Children\u2019s bikes"", ""Rice maker"", ""Smoking allowed"", ""Self check-in"", ""Cooking basics"", ""Free street parking"", ""Central heating"", ""Housekeeping available from 6:00\u202fAM to 4:00\u202fPM, Monday to Saturday - available at extra cost"", ""Vegan & Cruelty Free conditioner"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Free dryer \u2013 In unit"", ""TV"", ""Blender"", ""Fire extinguisher"", ""Bikes""]",$68.00,1,31,1.0,2.0,31.0,31.0,1.9,31.0,,t,0,9
13800,1379051235159457799,https://www.airbnb.com/rooms/1379051235159457799,2025-06-27,city scrape,GuestReady - Oporto Old Town House 1,"This two-bedroom apartment is perfect for couples looking to stay in the city centre. It has everything you need for a pleasant stay. The property is close to various attractions, good restaurants and shops, and the São Bento train station is just 10 minutes walk away, so guests can easily travel and explore the city!","Fontainhas is one of the most typical neighbourhoods in Porto and also the area where you can take the most impressive photos of the river area! This natural viewpoint offers lots of breathless views! <br />  <br /> This is the main picturesque place for the local, popular St. John festivities in June. It is a fantastic place to watch the fireworks on June 23rd, and the area still remains quite authentic, with traditional restaurants, antique and second-hand shops, and local families living there for decades. <br />  <br /> You can really walk from here to anywhere in Porto city centre: Ponte do Infante, for instance, is 300 m away from Home, and so is Praça dos Poveiros, a vibrant and busy meal spot in the city. You will get to the great iron D. Luis bridge at the upper level, to the cathedral, or to Aliados Av. within a 10-minute walk!",https://a0.muscache.com/pictures/prohost-api/Hosting-1379051235159457799/original/17124648-de2b-40b5-bac2-29ed07e00a0e.jpeg,682294640,https://www.airbnb.com/users/show/682294640,Ashweetha,2025-03-04,,"At GuestReady, we're on a mission to redefine modern hospitality. We specialise in helping hosts deliver outstanding experiences to their guests worldwide. With years of hospitality experience, we're dedicated to providing an exceptional experience. Let us help you find the perfect place for an unforgettable stay!",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User/original/060764f8-ea65-4cbf-8f6c-2264f2b5f879.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/060764f8-ea65-4cbf-8f6c-2264f2b5f879.png?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14191036357145,-8.609019522542603,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Freezer"", ""Portable fans"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Canal view"", ""Heating"", ""TV"", ""Fire extinguisher""]",$150.00,1,1125,1.0,3.0,1.0,1125.0,1.5,193.6,,t,9,39
14000,1387809681453407400,https://www.airbnb.com/rooms/1387809681453407400,2025-06-26,city scrape,Turquoise heaven Oporto flat,"This incredible apartment is exactly what you're looking for! <br />Bright, modern, and comfortably decorated, it sits in the heart of downtown Porto, just 1 minute from Aliados and next to one of the city's most iconic streets. <br />With nightlife, markets, restaurants, and culture at your doorstep, yet quiet at night, it's perfect for a restful stay. <br />Fully equipped with all the amenities for a premium experience.",,https://a0.muscache.com/pictures/miso/Hosting-1387809681453407400/original/c35f1a7a-1e9f-4293-ac3e-410dab5e7129.jpeg,686649928,https://www.airbnb.com/users/show/686649928,Deus,2025-03-27,"Porto, Portugal","Olá e bem-vindos ao espaço da Madre Deus!
Somos a Susana e o Luís e ajudamos a Madre Deus a receber os seus convidados com conforto e qualidade. Somos amigos há mais mais de 20 anos e habitante no Porto.
Adoramos partilhar as maravilhas do Porto com os nossos hóspedes! A nossa missão é garantir que sua experiência seja inesquecível.
Estaremos sempre à disposição para ajudar no que for preciso.
Votos de muito boa estadia e sejam felizes!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/f513ddc7-b7fe-42b2-9acf-5b4d49b80c02.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/f513ddc7-b7fe-42b2-9acf-5b4d49b80c02.jpeg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15084975933189,-8.609049512947896,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Hot water kettle"", ""Extra pillows and blankets"", ""Elevator"", ""Ethernet connection"", ""Coffee maker: espresso machine"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Oven"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Long term stays allowed"", ""Freezer"", ""Clothing storage"", ""Dining table"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wine glasses"", ""Self check-in"", ""Other stainless steel electric stove"", ""Cooking basics"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher""]",$70.00,3,60,3.0,3.0,60.0,60.0,3.0,60.0,,t,15,29
